834,,,,,,,,,,,,,,,,
latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),time(millisecond),gps,power,pitch,roll,yaw,motor on
43.5804357,-116.7405393,154,154,7.47,40,204,204,11.72,559,212952,10,81,180,181,39,1
43.5804342,-116.7405314,154,154,7.47,41,204,204,11.72,559,213250,10,81,176,179,38,1
43.5804324,-116.7405227,150,150,7.74,42,204,204,11.72,559,213577,10,81,176,177,38,1
43.580428,-116.740505,149,149,7.61,44,204,204,11.72,559,213874,10,81,176,183,37,1
43.5804254,-116.7404965,147,147,7.23,45,204,204,11.72,559,214151,10,81,176,186,35,1
43.5804228,-116.7404883,146,146,6.71,47,204,204,11.72,559,214472,10,81,175,189,34,1
43.5804203,-116.7404806,144,144,5.82,48,204,204,11.72,559,214770,10,81,175,189,36,1
43.5804181,-116.7404739,143,143,5.01,49,204,204,11.72,559,215074,10,80,176,191,38,1
43.5804141,-116.7404628,142,142,4.26,51,204,204,11.72,559,215388,10,80,175,194,38,1
43.5804125,-116.7404588,140,140,3.53,51,204,204,11.72,559,215674,10,80,175,190,39,1
43.580412,-116.7404563,138,138,3.43,52,204,204,11.72,559,215971,10,80,174,192,39,1
43.5804115,-116.7404547,138,138,3.36,52,204,204,11.72,559,216289,10,80,176,191,39,1
43.5804115,-116.7404541,135,135,3.43,52,204,204,11.72,559,216590,10,80,176,189,39,1
43.5804127,-116.7404555,134,134,3.6,52,204,204,11.72,559,216873,10,80,177,190,39,1
43.5804136,-116.7404572,133,133,4.15,52,204,204,11.72,559,217189,10,80,177,190,38,1
43.5804149,-116.7404598,130,130,4.5,51,204,204,11.72,559,217472,10,80,177,189,38,1
43.5804169,-116.7404631,129,129,4.7,51,204,204,11.72,559,217772,10,80,178,185,39,1
43.5804188,-116.7404668,129,129,4.14,51,204,204,11.72,559,218091,10,80,179,178,41,1
43.5804235,-116.7404748,126,126,4.06,50,204,204,11.72,559,218374,10,80,178,180,40,1
43.5804255,-116.7404782,126,126,3.86,49,204,204,11.72,559,218672,10,80,178,180,39,1
43.5804272,-116.740481,124,124,3.75,49,204,204,11.72,559,218989,10,80,178,180,38,1
43.5804289,-116.7404832,122,122,3.67,49,204,204,11.72,559,219271,10,80,177,180,39,1
43.5804303,-116.7404851,122,122,3.86,49,204,204,11.72,559,219590,10,80,177,182,39,1
43.5804328,-116.7404881,118,119,3.61,49,204,204,11.72,559,219890,10,80,177,181,40,1
43.5804334,-116.7404893,118,118,3.37,49,204,204,11.72,559,220170,10,80,176,180,40,1
43.5804341,-116.7404904,115,115,3.36,49,204,204,11.72,559,220489,10,80,176,180,38,1
43.5804347,-116.7404912,112,113,3.39,49,204,204,11.72,559,220788,10,80,176,180,38,1
43.5804351,-116.7404917,113,114,3.61,49,204,204,11.72,559,221091,10,80,179,182,38,1
43.5804344,-116.7404928,112,112,3.8,48,204,204,11.72,559,221389,10,80,179,183,38,1
43.5804339,-116.740493,109,110,3.8,48,204,204,11.72,559,221688,10,80,178,181,38,1
43.5804336,-116.740493,107,107,3.59,48,204,204,11.72,559,221989,10,80,176,180,38,1
43.5804334,-116.7404928,106,106,3.82,48,204,204,11.72,559,222290,10,80,177,181,37,1
43.5804329,-116.7404924,104,104,3.82,48,204,204,11.72,559,222591,10,80,177,180,37,1
43.580432,-116.7404918,102,102,3.63,48,204,204,11.72,559,222889,10,80,177,182,38,1
43.5804312,-116.7404912,99,99,3.63,48,204,204,11.72,559,223170,10,80,177,183,38,1
43.5804304,-116.7404908,98,99,3.37,48,204,204,11.72,559,223488,10,80,178,184,38,1
43.5804293,-116.7404901,97,97,3.36,48,204,204,11.72,559,223770,10,80,177,184,38,1
43.5804286,-116.7404895,96,96,3.36,48,204,204,11.72,559,224091,10,80,178,182,38,1
43.5804271,-116.7404889,94,94,3.59,47,204,204,11.72,559,224390,10,80,178,180,37,1
43.5804266,-116.7404889,94,94,3.84,47,204,204,11.72,559,224670,10,80,179,180,38,1
43.5804261,-116.7404887,92,92,4.08,47,204,204,11.72,559,224970,10,80,183,182,41,1
43.5804259,-116.7404886,89,89,4.08,47,204,204,11.72,559,225288,10,80,180,185,43,1
43.5804252,-116.740488,89,89,3.64,47,204,204,11.72,559,225590,10,80,180,183,45,1
43.5804247,-116.7404859,89,89,3.43,48,204,204,11.72,559,225890,10,80,179,185,46,1
43.5804244,-116.7404845,85,85,3.41,48,204,204,11.72,559,226189,10,80,179,185,45,1
43.580425,-116.7404822,79,80,3.83,48,204,204,11.72,559,226791,10,80,178,182,44,1
43.5804256,-116.7404816,79,79,3.83,49,204,204,11.72,559,227092,10,80,177,182,42,1
43.5804265,-116.7404807,76,76,3.59,49,204,204,11.72,559,227392,10,80,177,181,39,1
43.5804271,-116.7404804,74,74,3.58,49,204,204,11.72,559,227691,10,80,178,182,37,1
43.5804275,-116.7404804,72,72,3.36,49,204,204,11.72,559,227990,10,80,178,182,37,1
43.5804278,-116.7404807,71,71,3.36,49,204,204,11.72,559,228270,10,80,178,182,37,1
43.5804275,-116.7404813,70,70,3.36,49,204,204,11.72,559,228592,10,80,178,182,37,1
43.5804285,-116.7404823,69,69,3.36,49,204,204,11.72,559,228909,10,80,178,182,37,1
43.5804292,-116.7404829,67,67,3.13,49,204,204,11.72,559,229190,10,80,178,181,37,1
43.5804293,-116.7404836,65,66,3.36,49,204,204,11.72,559,229470,10,80,177,180,36,1
43.5804293,-116.7404841,64,64,3.59,49,204,204,11.72,559,229792,10,80,178,181,35,1
43.5804295,-116.7404846,62,62,3.8,49,204,204,11.72,559,230095,10,79,179,181,34,1
43.5804297,-116.740486,61,61,3.58,49,204,204,11.72,559,230369,10,79,178,180,36,1
43.5804298,-116.7404864,57,57,3.58,49,204,204,11.72,559,230691,10,79,179,182,36,1
43.58043,-116.7404866,58,58,3.58,49,204,204,11.72,559,230990,10,79,180,184,37,1
43.5804296,-116.7404866,56,56,3.58,48,204,204,11.72,559,231289,10,79,177,180,37,1
43.5804301,-116.7404869,55,55,3.36,49,204,204,11.72,559,231608,10,79,179,180,39,1
43.5804304,-116.740487,52,53,3.13,49,204,204,11.72,559,231895,10,79,179,183,38,1
43.5804303,-116.7404872,50,50,3.13,49,204,204,11.72,559,232189,10,79,178,181,37,1
43.5804311,-116.7404871,49,49,2.91,49,204,204,11.72,559,232491,10,79,177,180,37,1
43.5804316,-116.7404874,48,48,2.91,49,204,204,11.72,559,232792,10,79,179,182,36,1
43.5804315,-116.7404876,45,45,3.13,49,204,204,11.72,559,233093,10,79,176,180,36,1
43.5804328,-116.740488,45,45,3.13,49,204,204,11.72,559,233392,10,79,179,182,36,1
43.5804328,-116.7404879,45,45,2.91,49,204,204,11.72,559,233692,10,79,178,182,36,1
43.5804329,-116.7404879,45,45,2.69,49,204,204,11.72,559,233992,10,79,177,182,37,1
43.5804339,-116.7404881,41,41,2.46,49,204,204,11.72,559,234291,10,79,176,182,36,1
43.5804344,-116.7404882,41,41,2.46,49,204,204,11.72,559,234595,10,79,176,181,35,1
43.5804351,-116.7404879,39,39,2.47,49,204,204,11.72,559,234891,10,79,176,181,35,1
43.5804351,-116.7404882,39,39,2.48,49,204,204,11.72,559,235192,10,79,176,182,35,1
43.5804353,-116.7404882,39,39,2.7,49,204,204,11.72,559,235491,10,79,176,182,36,1
43.5804351,-116.740488,37,37,2.47,49,204,204,11.72,559,235789,10,79,176,182,36,1
43.580435,-116.7404879,35,35,2.7,49,204,204,11.72,559,236110,10,79,174,182,36,1
43.5804349,-116.7404875,35,35,2.93,50,204,204,11.72,559,236395,10,79,175,184,36,1
43.5804347,-116.7404873,35,35,2.92,50,204,204,11.72,559,236691,10,79,175,183,35,1
43.5804347,-116.740487,33,33,2.69,50,204,204,11.72,559,237007,10,79,176,182,35,1
43.5804345,-116.7404866,32,32,2.47,50,204,204,11.72,559,237293,10,79,175,183,35,1
43.5804341,-116.7404863,31,31,2.72,50,204,204,11.72,559,237608,10,79,174,182,34,1
43.5804337,-116.7404862,32,32,3.04,50,204,204,11.72,559,237930,10,79,175,182,33,1
43.5804332,-116.7404862,31,31,2.83,49,204,204,11.72,559,238194,10,79,177,183,33,1
43.5804323,-116.7404863,29,30,2.83,49,204,204,11.72,559,238507,10,79,180,184,34,1
43.5804314,-116.7404866,26,26,2.5,49,204,204,11.72,559,238791,10,79,180,184,35,1
43.5804298,-116.7404864,24,24,2.7,49,204,204,11.72,559,239108,10,79,178,183,35,1
43.5804295,-116.7404862,23,24,2.7,49,204,204,11.72,559,239393,10,79,177,183,34,1
43.580429,-116.740486,22,22,2.69,48,204,204,11.72,559,239691,10,79,176,184,33,1
43.5804287,-116.7404854,22,22,2.69,49,204,204,11.72,559,239994,10,79,176,184,33,1
43.5804282,-116.740485,20,20,2.46,48,204,204,11.72,559,240308,10,79,177,184,33,1
43.5804277,-116.740484,19,19,2.24,49,204,204,11.72,559,240616,10,79,177,184,34,1
43.580427,-116.7404838,19,19,1.34,48,204,204,11.72,559,240889,10,79,176,184,35,1
43.5804265,-116.7404841,18,18,0.5,48,204,204,11.72,559,241189,10,79,177,183,35,1
43.5804262,-116.7404842,16,16,0.32,48,204,204,11.72,559,241508,10,79,178,183,34,1
43.5804262,-116.7404844,16,16,0.32,48,204,204,11.72,559,241790,10,79,178,183,34,1
43.5804269,-116.7404855,16,16,0.5,48,204,204,11.72,559,242109,10,79,178,183,33,1
43.5804264,-116.7404862,14,14,0.71,48,204,204,11.72,559,242408,9,79,178,181,33,1
43.5804264,-116.7404865,14,14,0.67,48,204,204,11.72,559,242710,10,79,178,181,34,1
43.5804267,-116.7404868,13,13,0.67,48,204,204,11.72,559,243009,10,79,178,181,34,1
43.5804267,-116.740487,13,14,0.45,48,204,204,11.72,559,243309,9,79,179,181,34,1
43.5804269,-116.7404873,12,12,0.22,48,204,204,11.72,559,243611,9,79,181,178,35,1
43.5804268,-116.7404868,12,12,0.45,48,204,204,11.72,559,243908,9,79,179,177,34,1
43.5804264,-116.7404867,10,10,0.22,48,204,204,11.72,559,244209,9,78,177,176,34,1
43.5804261,-116.7404867,9,0,0.22,48,204,204,11.72,559,244508,10,78,178,176,31,0
43.5804253,-116.740487,8,0,0.39,47,204,204,11.72,559,244905,10,78,177,176,30,0
43.580425,-116.7404872,9,0,0.55,47,204,204,11.72,559,245107,10,78,177,175,29,0
43.5804246,-116.7404872,9,0,0.55,47,204,204,11.72,559,245408,10,78,178,173,28,0
43.5804245,-116.7404874,9,0,0.71,47,204,204,11.72,559,245705,10,78,173,174,28,0
43.5804242,-116.7404872,8,0,1,47,204,204,11.72,559,246007,10,78,172,169,16,0
43.5804237,-116.7404875,8,0,1.03,47,204,204,11.72,559,246309,11,78,172,178,356,0
43.5804224,-116.740488,8,0,1.12,47,204,204,11.72,559,246608,11,78,174,183,337,0
43.5804215,-116.7404878,8,0,1.23,46,204,204,11.72,559,246907,11,78,176,189,319,0
43.5804214,-116.7404891,8,0,1.43,46,204,204,11.72,559,247208,11,78,171,187,299,0
43.5804206,-116.740491,7,0,1.58,46,204,204,11.72,559,247506,11,78,175,189,289,0
43.5804201,-116.7404927,7,0,0.89,45,204,204,11.72,559,247808,9,78,174,186,272,0
43.5804207,-116.7404957,6,0,1.34,45,204,204,11.72,559,248110,10,78,168,185,256,0
43.5804205,-116.7404964,5,0,1.41,44,204,204,11.72,559,248407,9,78,176,185,255,0
43.5804203,-116.7404981,5,0,1.58,44,204,204,11.72,559,248706,10,78,175,179,257,0
43.5804197,-116.7404999,5,0,1.63,43,204,204,11.72,559,249014,9,78,183,179,258,0
43.5804198,-116.7405021,4,0,0.95,43,204,204,11.72,559,249307,9,78,181,181,253,0
43.5804188,-116.7405077,4,0,1.57,42,204,204,11.72,559,249610,10,78,180,182,252,0
43.5804175,-116.74051,5,0,0.92,41,204,204,11.72,559,249912,10,78,180,180,252,0
43.5804165,-116.7405126,4,0,1.38,40,204,204,11.72,559,250207,9,78,181,180,251,0
43.5804152,-116.7405155,4,0,1.05,39,204,204,11.72,559,250508,9,78,180,180,244,0
43.580413,-116.7405215,4,0,1.55,37,204,204,11.72,559,250845,9,78,182,184,236,0
43.5804116,-116.7405241,4,0,1.14,37,204,204,11.72,559,251107,9,78,182,184,235,0
43.5804102,-116.7405268,3,0,1.34,36,204,204,11.72,559,251408,9,78,185,188,233,0
43.5804088,-116.7405297,4,0,1.1,35,204,204,11.72,559,251711,9,78,182,188,221,0
43.5804074,-116.7405323,5,0,1.58,34,204,204,11.72,559,252007,9,78,182,187,218,0
43.5804057,-116.7405346,4,0,1.23,33,204,204,11.72,559,252308,10,78,180,187,225,0
43.5804027,-116.7405404,4,0,1.38,31,204,204,11.72,559,252608,10,78,178,186,227,0
43.5804019,-116.7405428,5,0,1.2,31,204,204,11.72,559,252908,10,78,178,185,218,0
43.5804003,-116.7405451,5,0,1.58,30,204,204,11.72,559,253227,10,78,179,183,214,0
43.5803989,-116.7405469,4,0,1.3,29,204,204,11.72,559,253510,10,78,178,183,216,0
